role_id,device,owned_unit_count,eb_controlled_unit_count,control_scope,operation_condition,weekly_frequency_code,usual_start_code,earliest_start_code,latest_end_code,task_duration_hours_internal,task_duration_minutes,ac_mode,ac_temperature_c,device_data_status
cityrole-0156,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0157,ac,2,2,D_selected_private_AC_zones,有人在受控房间时使用；轮班或事件日另核，不把空屋冷量算作舒适收益。,days_2_3,afternoon,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,afternoon,25,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0157,dishwasher,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0157,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_2_3,6,NOT_APPLICABLE,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0157,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0158,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0159,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_7,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,27,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0159,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0160,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；轮班或事件日另核，不把空屋冷量算作舒适收益。,days_2_3,custom,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,custom,24,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0160,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_2_3,6,NOT_APPLICABLE,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0160,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0161,ac,2,2,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_4_6,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,25,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0161,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_4_6,19,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0161,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0162,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_7,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,26,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0162,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0163,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_2_3,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,27,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0163,dishwasher,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0163,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0164,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；轮班或事件日另核，不把空屋冷量算作舒适收益。,days_4_6,custom,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,custom,24,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0164,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_4_6,19,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0164,home_ev,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,由m02在典型外出日返家后接入；车辆实际到家、次日离家与充电权限按当天确认。,days_4_6,19.8333333333,NOT_APPLICABLE,7,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0164,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0165,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_7,19.8333333333,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0165,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0166,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_2_3,6,NOT_APPLICABLE,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0167,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_4_6,19,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0167,home_ev,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,由m03在典型外出日返家后接入；车辆实际到家、次日离家与充电权限按当天确认。,days_4_6,19.8333333333,NOT_APPLICABLE,7,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0167,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0168,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_7,19.8333333333,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0168,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0169,ac,2,2,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_2_3,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,25,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0169,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_2_3,6,NOT_APPLICABLE,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0169,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0170,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_4_6,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,26,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0170,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_4_6,19,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0170,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0171,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_7,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,27,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0171,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_7,19.8333333333,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0171,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0172,dryer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19,19,23,1.5,90,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0172,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_2_3,6,NOT_APPLICABLE,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0173,ac,2,2,D_selected_private_AC_zones,有人在受控房间时使用；轮班或事件日另核，不把空屋冷量算作舒适收益。,days_4_6,afternoon,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,afternoon,25,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0173,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0174,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_7,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,26,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0175,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0176,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0177,ac,2,2,D_selected_private_AC_zones,有人在受控房间时使用；轮班或事件日另核，不把空屋冷量算作舒适收益。,days_7,afternoon,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,afternoon,25,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0177,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_7,19.8333333333,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0177,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0178,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_2_3,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,26,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0178,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_2_3,6,NOT_APPLICABLE,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0178,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0179,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_4_6,19,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0179,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0180,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；轮班或事件日另核，不把空屋冷量算作舒适收益。,days_7,custom,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,custom,24,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0180,home_ev,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,由m01在典型外出日返家后接入；车辆实际到家、次日离家与充电权限按当天确认。,days_7,21,NOT_APPLICABLE,8.5,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0180,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0181,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_2_3,6,NOT_APPLICABLE,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0181,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0182,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_4_6,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,26,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0183,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_7,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,27,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0183,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_7,19.8333333333,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0183,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0184,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_2_3,6,NOT_APPLICABLE,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0184,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0185,ac,2,2,D_selected_private_AC_zones,有人在受控房间时使用；轮班或事件日另核，不把空屋冷量算作舒适收益。,days_4_6,afternoon,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,afternoon,25,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0185,dishwasher,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0185,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_4_6,19,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0185,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0186,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_7,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,26,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0186,electric_water_heater,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,普通加热须对准有人需要热水的时段；事件日及额外提前加热按当次许可确认。,days_7,19.8333333333,NOT_APPLICABLE,22,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0186,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0187,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_2_3,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,27,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0187,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0188,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；轮班或事件日另核，不把空屋冷量算作舒适收益。,days_4_6,custom,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,custom,24,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0188,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_4_6,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0189,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_7,19,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0190,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_2_3,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,26,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0190,dishwasher,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,21,19,24,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0190,washer,1,UNKNOWN,D_injected_EB_private_equipment_synthetic_access,默认时刻须有成员在家并完成装载；轮班或事件日另核，不默认预约或远程启动。,days_2_3,19.8333333333,19,23,1.0,60,NOT_APPLICABLE,NOT_APPLICABLE,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
cityrole-0191,ac,1,1,D_selected_private_AC_zones,有人在受控房间时使用；18:00–18:30若空屋预冷，须当天确认家户许可及实际预约/远控能力，否则到家后开启；空屋冷量不算舒适收益。,days_4_6,evening,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,evening,27,V2_SYNTHETIC_FIXED_SELECTED_FOR_EB
