role_id,source_version,city,province,family_size,generation_category,older_member_present,weekday_day_presence,evening_presence,routine_regularity,monthly_income_scenario_yuan,monthly_bill_scenario_yuan,bill_pressure_description,budget_explanation,tradeoff_condition,cost_importance_1_5,comfort_importance_1_5,grid_importance_1_5,control_condition,housing_form,h7_room_category,h7_room_minimum,h6_design_building_area_m2,h6_area_basis,whole_dwelling_building_area_m2,whole_dwelling_area_status,household_accounted_net_area_m2,whole_dwelling_modeled_net_area_m2,selected_controlled_zone_area_m2,common_allocated_area_m2,other_resident_count,building_type,virtual_building_id,housing_mode,source_catalog_key,weather_station_key,weather_station_distance_km,private_control_scope,home_charging_access,home_ev_driver_member_id,role_card_short,actor_card_full,event_presence_status,participant_feedback_status,simulation_result_status,population_weight_status,owned_ac_unit_count,eb_controllable_ac_unit_count,eb_selected_ac_zone_count,synthetic_owned_device_types,eb_intervention_device_types,owned_background_excluded_device_types
cityrole-0172,v2_control1_D_inputs,柳州市,广西,7,3,0,mostly_occupied,partly_home,irregular,22400,120,电费有余量，通常不需改变开支,本月电费已列入预算，按当前金额可以承担。,middle,3,3,5,low_auto_accept,independent_dwelling,five_or_more_rooms,5,241.5,synthetic_H6_like_whole_dwelling_building_area,241.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,181.578947,181.578947,181.578947,0,NOT_APPLICABLE,rowhouse,cn-home-0172,terraced_five_room_inferred,Terraced house_Guiping_2012,CHN_Guangxi.Zhuang.Guiping.592540_CSWD,123.501,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0172｜广西柳州市｜本户7人；独立住房设计建筑面积241.5㎡。原合成持有设备：dryer,electric_water_heater；本次EB纳入：dryer,electric_water_heater；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0172｜广西柳州市｜本户7人。独立住房设计建筑面积241.5㎡。
原合成持有设备：dryer,electric_water_heater；本次EB纳入：dryer,electric_water_heater；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"dryer,electric_water_heater","dryer,electric_water_heater",none
cityrole-0173,v2_control1_D_inputs,西安市,陕西,4,2,1,mostly_occupied,partly_home,partly_regular,38000,520,电费超出预算会挤占必要支出,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,both_low,1,1,1,high_trust_auto,independent_dwelling,two_rooms,2,258.0,synthetic_H6_like_whole_dwelling_building_area,258.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,193.984962,193.984962,193.984962,0,NOT_APPLICABLE,apartment,cn-home-0173,self_contained_openplan,High-rise apartment(slab type)_Xian_2010,CHN_Shaanxi.Xian.570360_CSWD,5.251,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0173｜陕西西安市｜本户4人；独立住房设计建筑面积258.0㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0173｜陕西西安市｜本户4人。独立住房设计建筑面积258.0㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,washer","ac,washer",none
cityrole-0174,v2_control1_D_inputs,天津市,天津,2,2,0,sometimes_occupied,partly_home,partly_regular,4000,120,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,both_low,1,1,3,low_auto_accept,independent_dwelling,three_rooms,3,150.0,synthetic_H6_like_whole_dwelling_building_area,150.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,112.781955,112.781955,112.781955,0,NOT_APPLICABLE,apartment,cn-home-0174,self_contained_source_three_room,High-rise apartment(slab type)_Tianjin_2010,CHN_Tianjin.Tianjin.545270_CSWD,12.212,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0174｜天津天津市｜本户2人；独立住房设计建筑面积150.0㎡。原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。,"【v2隔离合成角色；无真人回答】
cityrole-0174｜天津天津市｜本户2人。独立住房设计建筑面积150.0㎡。
原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,ac,ac,none
cityrole-0175,v2_control1_D_inputs,大连市,辽宁,1,1,1,mostly_absent,mostly_home,regular,3200,380,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,both_high,5,5,1,low_auto_accept,independent_dwelling,two_rooms,2,75.0,synthetic_H6_like_whole_dwelling_building_area,75.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,56.390977,56.390977,56.390977,0,NOT_APPLICABLE,apartment,cn-home-0175,self_contained_openplan,Low-rise apartment_Dalian_1995,CHN_Liaoning.Dalian.546620_CSWD,7.424,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0175｜辽宁大连市｜本户1人；独立住房设计建筑面积75.0㎡。原合成持有设备：washer；本次EB纳入：washer；空调持有0台，本次可控0台。,"【v2隔离合成角色；无真人回答】
cityrole-0175｜辽宁大连市｜本户1人。独立住房设计建筑面积75.0㎡。
原合成持有设备：washer；本次EB纳入：washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,washer,washer,none
cityrole-0176,v2_control1_D_inputs,长春市,吉林,4,2,0,mostly_occupied,partly_home,irregular,12800,220,电费有余量，通常不需改变开支,本月电费已列入预算，按当前金额可以承担。,saving_priority,4,2,3,high_trust_auto,independent_dwelling,two_rooms,2,98.0,synthetic_H6_like_whole_dwelling_building_area,98.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,73.684211,73.684211,73.684211,0,NOT_APPLICABLE,apartment,cn-home-0176,self_contained_openplan,Low-rise apartment_Changchun_1995,CHN_Jilin.Changchun.541610_CSWD,7.064,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0176｜吉林长春市｜本户4人；独立住房设计建筑面积98.0㎡。原合成持有设备：washer；本次EB纳入：washer；空调持有0台，本次可控0台。,"【v2隔离合成角色；无真人回答】
cityrole-0176｜吉林长春市｜本户4人。独立住房设计建筑面积98.0㎡。
原合成持有设备：washer；本次EB纳入：washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,washer,washer,none
cityrole-0177,v2_control1_D_inputs,简阳市,四川,6,3,1,mostly_occupied,partly_home,partly_regular,19200,220,电费不构成当前预算约束,本月电费已列入预算，按当前金额可以承担。,both_high,4,4,1,high_trust_auto,independent_dwelling,three_rooms,3,108.0,synthetic_H6_like_whole_dwelling_building_area,108.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,81.203008,81.203008,81.203008,0,NOT_APPLICABLE,apartment,cn-home-0177,self_contained_source_three_room,High-rise apartment(slab type)_Chengdu_2001,CHN_Sichuan.Chengdu.562940_CSWD,58.549,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0177｜四川简阳市｜本户6人；独立住房设计建筑面积108.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0177｜四川简阳市｜本户6人。独立住房设计建筑面积108.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0178,v2_control1_D_inputs,贵阳市,贵州,4,2,0,mostly_occupied,partly_home,irregular,18000,720,电费有余量，通常不需改变开支,本月电费占可安排预算较小。,comfort_priority,2,4,5,low_auto_accept,independent_dwelling,two_rooms,2,218.0,synthetic_H6_like_whole_dwelling_building_area,218.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,163.909774,163.909774,163.909774,0,NOT_APPLICABLE,apartment,cn-home-0178,self_contained_openplan,Low-rise apartment_Guiyang_2001,CHN_Guizhou.Guiyang.578160_CSWD,2.904,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0178｜贵州贵阳市｜本户4人；独立住房设计建筑面积218.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0178｜贵州贵阳市｜本户4人。独立住房设计建筑面积218.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0179,v2_control1_D_inputs,镇江市,江苏,3,2,0,sometimes_occupied,varies,irregular,6000,220,电费有余量，通常不需改变开支,本月电费已列入预算，按当前金额可以承担。,comfort_priority,2,4,1,high_trust_auto,independent_dwelling,three_rooms,3,73.5,synthetic_H6_like_whole_dwelling_building_area,73.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,55.263158,55.263158,55.263158,0,NOT_APPLICABLE,apartment,cn-home-0179,self_contained_source_three_room,Low-rise apartment_Nanjing_2001,CHN_Jiangsu.Nanjing.582380_CSWD,91.979,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0179｜江苏镇江市｜本户3人；独立住房设计建筑面积73.5㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0179｜江苏镇江市｜本户3人。独立住房设计建筑面积73.5㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
cityrole-0180,v2_control1_D_inputs,兰州市,甘肃,3,2,0,mostly_occupied,partly_home,partly_regular,19500,360,电费超出预算会挤占必要支出,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,saving_priority,4,2,3,low_auto_accept,independent_dwelling,two_rooms,2,103.5,synthetic_H6_like_whole_dwelling_building_area,103.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,77.819549,77.819549,77.819549,0,NOT_APPLICABLE,apartment,cn-home-0180,self_contained_openplan,Low-rise apartment_Lanzhou_1986,CHN_Gansu.Lanzhou.528890_CSWD,6.983,D_selected_EB_devices_and_private_AC_zones,1,m01,"【v2隔离合成角色；无真人回答】cityrole-0180｜甘肃兰州市｜本户3人；独立住房设计建筑面积103.5㎡。原合成持有设备：ac,home_ev,washer；本次EB纳入：ac,home_ev,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0180｜甘肃兰州市｜本户3人。独立住房设计建筑面积103.5㎡。
原合成持有设备：ac,home_ev,washer；本次EB纳入：ac,home_ev,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,home_ev,washer","ac,home_ev,washer",none
cityrole-0181,v2_control1_D_inputs,成都市,四川,1,1,0,mostly_absent,mostly_home,regular,2000,240,电费不构成当前预算约束,家庭已为当前电费预留预算，按这个金额可以承担；增加用电仍需重新权衡。,saving_priority,5,1,2,low_auto_accept,independent_dwelling,three_rooms,3,75.0,synthetic_H6_like_whole_dwelling_building_area,75.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,56.390977,56.390977,56.390977,0,NOT_APPLICABLE,apartment,cn-home-0181,self_contained_source_three_room,Low-rise apartment_Chengdu_2010,CHN_Sichuan.Chengdu.562940_CSWD,2.503,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0181｜四川成都市｜本户1人；独立住房设计建筑面积75.0㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0181｜四川成都市｜本户1人。独立住房设计建筑面积75.0㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
cityrole-0182,v2_control1_D_inputs,十堰市,湖北,2,1,1,mostly_occupied,mostly_home,regular,19000,720,电费有压力，需调整其他开支,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,middle,3,3,4,high_trust_auto,independent_dwelling,one_room,1,109.0,synthetic_H6_like_whole_dwelling_building_area,109.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,81.954887,81.954887,81.954887,0,NOT_APPLICABLE,apartment,cn-home-0182,self_contained_openplan,Low-rise apartment_Yunxi_2001,CHN_Hubei.Yunxi.572510_CSWD,52.392,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0182｜湖北十堰市｜本户2人；独立住房设计建筑面积109.0㎡。原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。,"【v2隔离合成角色；无真人回答】
cityrole-0182｜湖北十堰市｜本户2人。独立住房设计建筑面积109.0㎡。
原合成持有设备：ac；本次EB纳入：ac；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,ac,ac,none
cityrole-0183,v2_control1_D_inputs,天津市,天津,1,1,0,variable,varies,irregular,6500,720,电费有压力，需调整其他开支,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,both_high,5,5,5,low_auto_accept,independent_dwelling,two_rooms,2,44.5,synthetic_H6_like_whole_dwelling_building_area,44.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,33.458647,33.458647,33.458647,0,NOT_APPLICABLE,apartment,cn-home-0183,self_contained_openplan,High-rise apartment(slab type)_Tianjin_1995,CHN_Tianjin.Tianjin.545270_CSWD,12.212,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0183｜天津天津市｜本户1人；独立住房设计建筑面积44.5㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0183｜天津天津市｜本户1人。独立住房设计建筑面积44.5㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0184,v2_control1_D_inputs,银川市,宁夏,4,2,1,mostly_occupied,partly_home,irregular,12800,220,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,both_low,1,1,1,confirm_required,independent_dwelling,two_rooms,2,98.0,synthetic_H6_like_whole_dwelling_building_area,98.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,73.684211,73.684211,73.684211,0,NOT_APPLICABLE,apartment,cn-home-0184,self_contained_openplan,Low-rise apartment_Yinchuan_2018,CHN_Ningxia.Hui.Yinchuan.536140_CSWD,3.17,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0184｜宁夏银川市｜本户4人；独立住房设计建筑面积98.0㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0184｜宁夏银川市｜本户4人。独立住房设计建筑面积98.0㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
cityrole-0185,v2_control1_D_inputs,泉州市,福建,5,3,0,mostly_occupied,partly_home,irregular,32500,240,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,both_high,5,5,1,confirm_required,independent_dwelling,five_or_more_rooms,5,222.5,synthetic_H6_like_whole_dwelling_building_area,222.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,167.293233,167.293233,167.293233,0,NOT_APPLICABLE,rowhouse,cn-home-0185,terraced_five_room_inferred,Terraced house_Xiamen_2003,CHN_Fujian.Congwu.591330_CSWD,38.256,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0185｜福建泉州市｜本户5人；独立住房设计建筑面积222.5㎡。原合成持有设备：ac,dishwasher,electric_water_heater,washer；本次EB纳入：ac,dishwasher,electric_water_heater,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0185｜福建泉州市｜本户5人。独立住房设计建筑面积222.5㎡。
原合成持有设备：ac,dishwasher,electric_water_heater,washer；本次EB纳入：ac,dishwasher,electric_water_heater,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,dishwasher,electric_water_heater,washer","ac,dishwasher,electric_water_heater,washer",none
cityrole-0186,v2_control1_D_inputs,恩平市,广东,1,1,0,mostly_absent,mostly_home,regular,2000,240,电费有余量，通常不需改变开支,家庭已为当前电费预留预算，按这个金额可以承担；增加用电仍需重新权衡。,both_low,2,2,4,confirm_required,independent_dwelling,four_rooms,4,75.0,synthetic_H6_like_whole_dwelling_building_area,75.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,56.390977,56.390977,56.390977,0,NOT_APPLICABLE,apartment,cn-home-0186,self_contained_four_room_thermally_aggregated,Low-rise apartment_Yangjiang_2012,CHN_Guangdong.Yangjiang.596630_CSWD,49.603,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0186｜广东恩平市｜本户1人；独立住房设计建筑面积75.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0186｜广东恩平市｜本户1人。独立住房设计建筑面积75.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0187,v2_control1_D_inputs,葫芦岛市,辽宁,6,3,1,mostly_occupied,partly_home,partly_regular,27000,120,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,both_low,2,2,2,low_auto_accept,independent_dwelling,two_rooms,2,87.0,synthetic_H6_like_whole_dwelling_building_area,87.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,65.413534,65.413534,65.413534,0,NOT_APPLICABLE,apartment,cn-home-0187,self_contained_openplan,High-rise apartment(slab type)_Xingcheng_2010,CHN_Liaoning.Xingcheng.544550_CSWD,24.303,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0187｜辽宁葫芦岛市｜本户6人；独立住房设计建筑面积87.0㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0187｜辽宁葫芦岛市｜本户6人。独立住房设计建筑面积87.0㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
cityrole-0188,v2_control1_D_inputs,深圳市,广东,4,2,1,mostly_occupied,partly_home,partly_regular,38000,520,电费超出预算会挤占必要支出,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,both_low,2,2,5,confirm_required,independent_dwelling,two_rooms,2,32.0,synthetic_H6_like_whole_dwelling_building_area,32.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,24.06015,24.06015,24.06015,0,NOT_APPLICABLE,apartment,cn-home-0188,self_contained_openplan,High-rise apartment(slab type)_Guangzhou_2003,CHN_Guangdong.Zhengcheng.592940_CSWD,71.504,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0188｜广东深圳市｜本户4人；独立住房设计建筑面积32.0㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0188｜广东深圳市｜本户4人。独立住房设计建筑面积32.0㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
cityrole-0189,v2_control1_D_inputs,武汉市,湖北,3,2,0,sometimes_occupied,varies,irregular,28500,120,电费有压力，需调整其他开支,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,both_high,4,4,2,confirm_required,independent_dwelling,two_rooms,2,73.5,synthetic_H6_like_whole_dwelling_building_area,73.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,55.263158,55.263158,55.263158,0,NOT_APPLICABLE,apartment,cn-home-0189,self_contained_openplan,Low-rise apartment_Wuhan_2001,CHN_Hubei.Wuhan.574940_CSWD,17.056,D_selected_EB_devices_and_private_AC_zones,0,,【v2隔离合成角色；无真人回答】cityrole-0189｜湖北武汉市｜本户3人；独立住房设计建筑面积73.5㎡。原合成持有设备：washer；本次EB纳入：washer；空调持有0台，本次可控0台。,"【v2隔离合成角色；无真人回答】
cityrole-0189｜湖北武汉市｜本户3人。独立住房设计建筑面积73.5㎡。
原合成持有设备：washer；本次EB纳入：washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,washer,washer,none
cityrole-0190,v2_control1_D_inputs,长沙市,湖南,1,1,0,sometimes_occupied,partly_home,partly_regular,4500,120,电费有压力，需调整其他开支,必要生活开支较多，本月电费变化容易挤占其他项目。,comfort_priority,2,4,3,confirm_required,independent_dwelling,two_rooms,2,75.0,synthetic_H6_like_whole_dwelling_building_area,75.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,56.390977,56.390977,56.390977,0,NOT_APPLICABLE,apartment,cn-home-0190,self_contained_openplan,Low-rise apartment_Changsha_2010,CHN_Hunan.Changsha.576870_CSWD,7.432,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0190｜湖南长沙市｜本户1人；独立住房设计建筑面积75.0㎡。原合成持有设备：ac,dishwasher,washer；本次EB纳入：ac,dishwasher,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0190｜湖南长沙市｜本户1人。独立住房设计建筑面积75.0㎡。
原合成持有设备：ac,dishwasher,washer；本次EB纳入：ac,dishwasher,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dishwasher,washer","ac,dishwasher,washer",none
cityrole-0191,v2_control1_D_inputs,福州市,福建,3,2,0,sometimes_occupied,partly_home,partly_regular,6000,360,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,both_high,5,5,1,high_trust_auto,independent_dwelling,four_rooms,4,73.5,synthetic_H6_like_whole_dwelling_building_area,73.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,55.263158,55.263158,55.263158,0,NOT_APPLICABLE,apartment,cn-home-0191,self_contained_four_room_thermally_aggregated,Low-rise apartment_Fuzhou_2003,CHN_Fujian.Fuzhou.588470_CSWD,1.915,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0191｜福建福州市｜本户3人；独立住房设计建筑面积73.5㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0191｜福建福州市｜本户3人。独立住房设计建筑面积73.5㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
